OrderID;Product;Category;Quantity;RequiredDate;ShippedDate;DayDiff;Freight;Supplier Name;ShipName;ShipCity;ShipCountry
10451;Wimmers gute Semmelknödel;Grains/Cereals;35;1997-03-05 00:00:00.000;1997-03-12 00:00:00.000;7;189,09;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10451;Louisiana Fiery Hot Pepper Sauce;Condiments;28;1997-03-05 00:00:00.000;1997-03-12 00:00:00.000;7;189,09;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10451;Original Frankfurter grüne Soße;Condiments;55;1997-03-05 00:00:00.000;1997-03-12 00:00:00.000;7;189,09;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10452;Rössle Sauerkraut;Produce;15;1997-03-20 00:00:00.000;1997-02-26 00:00:00.000;-22;140,26;Speedy Express;Save-a-lot Markets;Boise;USA
10452;Gula Malacca;Condiments;100;1997-03-20 00:00:00.000;1997-02-26 00:00:00.000;-22;140,26;Speedy Express;Save-a-lot Markets;Boise;USA
10453;Chocolade;Confections;15;1997-03-21 00:00:00.000;1997-02-26 00:00:00.000;-23;25,36;United Package;Around the Horn;Colchester;UK
10453;Outback Lager;Beverages;25;1997-03-21 00:00:00.000;1997-02-26 00:00:00.000;-23;25,36;United Package;Around the Horn;Colchester;UK
10454;Pavlova;Confections;20;1997-03-21 00:00:00.000;1997-02-25 00:00:00.000;-24;2,74;Federal Shipping;La maison d'Asie;Toulouse;France
10454;Geitost;Dairy Products;20;1997-03-21 00:00:00.000;1997-02-25 00:00:00.000;-24;2,74;Federal Shipping;La maison d'Asie;Toulouse;France
10454;Spegesild;Seafood;10;1997-03-21 00:00:00.000;1997-02-25 00:00:00.000;-24;2,74;Federal Shipping;La maison d'Asie;Toulouse;France
10455;Chartreuse verte;Beverages;20;1997-04-07 00:00:00.000;1997-03-03 00:00:00.000;-35;180,45;United Package;Wartian Herkku;Oulu;Finland
10455;Perth Pasties;Meat/Poultry;50;1997-04-07 00:00:00.000;1997-03-03 00:00:00.000;-35;180,45;United Package;Wartian Herkku;Oulu;Finland
10455;Sirop d'érable;Condiments;25;1997-04-07 00:00:00.000;1997-03-03 00:00:00.000;-35;180,45;United Package;Wartian Herkku;Oulu;Finland
10455;Flotemysost;Dairy Products;30;1997-04-07 00:00:00.000;1997-03-03 00:00:00.000;-35;180,45;United Package;Wartian Herkku;Oulu;Finland
10456;Sir Rodney's Scones;Confections;40;1997-04-08 00:00:00.000;1997-02-28 00:00:00.000;-39;8,12;United Package;Königlich Essen;Brandenburg;Germany
10456;Maxilaku;Confections;21;1997-04-08 00:00:00.000;1997-02-28 00:00:00.000;-39;8,12;United Package;Königlich Essen;Brandenburg;Germany
10457;Raclette Courdavault;Dairy Products;36;1997-03-25 00:00:00.000;1997-03-03 00:00:00.000;-22;11,57;Speedy Express;Königlich Essen;Brandenburg;Germany
10458;Gumbär Gummibärchen;Confections;30;1997-03-26 00:00:00.000;1997-03-04 00:00:00.000;-22;147,06;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10458;Rössle Sauerkraut;Produce;30;1997-03-26 00:00:00.000;1997-03-04 00:00:00.000;-22;147,06;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10458;Ipoh Coffee;Beverages;20;1997-03-26 00:00:00.000;1997-03-04 00:00:00.000;-22;147,06;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10458;Gnocchi di nonna Alice;Grains/Cereals;15;1997-03-26 00:00:00.000;1997-03-04 00:00:00.000;-22;147,06;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10458;Flotemysost;Dairy Products;50;1997-03-26 00:00:00.000;1997-03-04 00:00:00.000;-22;147,06;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10459;Uncle Bob's Organic Dried Pears;Produce;16;1997-03-27 00:00:00.000;1997-02-28 00:00:00.000;-27;25,09;United Package;Victuailles en stock;Lyon;France
10459;Spegesild;Seafood;20;1997-03-27 00:00:00.000;1997-02-28 00:00:00.000;-27;25,09;United Package;Victuailles en stock;Lyon;France
10459;Mozzarella di Giovanni;Dairy Products;40;1997-03-27 00:00:00.000;1997-02-28 00:00:00.000;-27;25,09;United Package;Victuailles en stock;Lyon;France
10460;Scottish Longbreads;Confections;21;1997-03-28 00:00:00.000;1997-03-03 00:00:00.000;-25;16,27;Speedy Express;Folk och fä HB;Bräcke;Sweden
10460;Rhönbräu Klosterbier;Beverages;4;1997-03-28 00:00:00.000;1997-03-03 00:00:00.000;-25;16,27;Speedy Express;Folk och fä HB;Bräcke;Sweden
10461;Sir Rodney's Scones;Confections;40;1997-03-28 00:00:00.000;1997-03-05 00:00:00.000;-23;148,61;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10461;Nord-Ost Matjeshering;Seafood;28;1997-03-28 00:00:00.000;1997-03-05 00:00:00.000;-23;148,61;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10461;Pâté chinois;Meat/Poultry;60;1997-03-28 00:00:00.000;1997-03-05 00:00:00.000;-23;148,61;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10462;Konbu;Seafood;1;1997-03-31 00:00:00.000;1997-03-18 00:00:00.000;-13;6,17;Speedy Express;Consolidated Holdings;London;UK
10462;Tunnbröd;Grains/Cereals;21;1997-03-31 00:00:00.000;1997-03-18 00:00:00.000;-13;6,17;Speedy Express;Consolidated Holdings;London;UK
10463;Teatime Chocolate Biscuits;Confections;21;1997-04-01 00:00:00.000;1997-03-06 00:00:00.000;-26;14,78;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10463;Singaporean Hokkien Fried Mee;Grains/Cereals;50;1997-04-01 00:00:00.000;1997-03-06 00:00:00.000;-26;14,78;Federal Shipping;Suprêmes délices;Charleroi;Belgium
10464;Chef Anton's Cajun Seasoning;Condiments;16;1997-04-01 00:00:00.000;1997-03-14 00:00:00.000;-18;89;United Package;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal
10464;Ipoh Coffee;Beverages;3;1997-04-01 00:00:00.000;1997-03-14 00:00:00.000;-18;89;United Package;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal
10464;Gnocchi di nonna Alice;Grains/Cereals;30;1997-04-01 00:00:00.000;1997-03-14 00:00:00.000;-18;89;United Package;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal
10464;Camembert Pierrot;Dairy Products;20;1997-04-01 00:00:00.000;1997-03-14 00:00:00.000;-18;89;United Package;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal
10465;Guaraná Fantástica;Beverages;25;1997-04-02 00:00:00.000;1997-03-14 00:00:00.000;-19;145,04;Federal Shipping;Vaffeljernet;Århus;Denmark
10465;Thüringer Rostbratwurst;Meat/Poultry;18;1997-04-02 00:00:00.000;1997-03-14 00:00:00.000;-19;145,04;Federal Shipping;Vaffeljernet;Århus;Denmark
10465;Boston Crab Meat;Seafood;20;1997-04-02 00:00:00.000;1997-03-14 00:00:00.000;-19;145,04;Federal Shipping;Vaffeljernet;Århus;Denmark
10465;Rogede sild;Seafood;30;1997-04-02 00:00:00.000;1997-03-14 00:00:00.000;-19;145,04;Federal Shipping;Vaffeljernet;Århus;Denmark
10465;Valkoinen suklaa;Confections;25;1997-04-02 00:00:00.000;1997-03-14 00:00:00.000;-19;145,04;Federal Shipping;Vaffeljernet;Århus;Denmark
10466;Queso Cabrales;Dairy Products;10;1997-04-03 00:00:00.000;1997-03-13 00:00:00.000;-21;11,93;Speedy Express;Comércio Mineiro;Sao Paulo;Brazil
10466;Spegesild;Seafood;5;1997-04-03 00:00:00.000;1997-03-13 00:00:00.000;-21;11,93;Speedy Express;Comércio Mineiro;Sao Paulo;Brazil
10467;Guaraná Fantástica;Beverages;28;1997-04-03 00:00:00.000;1997-03-11 00:00:00.000;-23;4,93;United Package;Magazzini Alimentari Riuniti;Bergamo;Italy
10467;NuNuCa Nuß-Nougat-Creme;Confections;12;1997-04-03 00:00:00.000;1997-03-11 00:00:00.000;-23;4,93;United Package;Magazzini Alimentari Riuniti;Bergamo;Italy
10468;Nord-Ost Matjeshering;Seafood;8;1997-04-04 00:00:00.000;1997-03-12 00:00:00.000;-23;44,12;Federal Shipping;Königlich Essen;Brandenburg;Germany
10468;Ipoh Coffee;Beverages;15;1997-04-04 00:00:00.000;1997-03-12 00:00:00.000;-23;44,12;Federal Shipping;Königlich Essen;Brandenburg;Germany
10469;Chang;Beverages;40;1997-04-07 00:00:00.000;1997-03-14 00:00:00.000;-24;60,18;Speedy Express;White Clover Markets;Seattle;USA
10469;Pavlova;Confections;35;1997-04-07 00:00:00.000;1997-03-14 00:00:00.000;-24;60,18;Speedy Express;White Clover Markets;Seattle;USA
10469;Gula Malacca;Condiments;2;1997-04-07 00:00:00.000;1997-03-14 00:00:00.000;-24;60,18;Speedy Express;White Clover Markets;Seattle;USA
10470;Carnarvon Tigers;Seafood;30;1997-04-08 00:00:00.000;1997-03-14 00:00:00.000;-25;64,56;United Package;Bon app';Marseille;France
10470;Tunnbröd;Grains/Cereals;15;1997-04-08 00:00:00.000;1997-03-14 00:00:00.000;-25;64,56;United Package;Bon app';Marseille;France
10470;Wimmers gute Semmelknödel;Grains/Cereals;8;1997-04-08 00:00:00.000;1997-03-14 00:00:00.000;-25;64,56;United Package;Bon app';Marseille;France
10471;Uncle Bob's Organic Dried Pears;Produce;30;1997-04-08 00:00:00.000;1997-03-18 00:00:00.000;-21;45,59;Federal Shipping;B's Beverages;London;UK
10471;Gnocchi di nonna Alice;Grains/Cereals;20;1997-04-08 00:00:00.000;1997-03-18 00:00:00.000;-21;45,59;Federal Shipping;B's Beverages;London;UK
10472;Guaraná Fantástica;Beverages;80;1997-04-09 00:00:00.000;1997-03-19 00:00:00.000;-21;4,2;Speedy Express;Seven Seas Imports;London;UK
10472;Manjimup Dried Apples;Produce;18;1997-04-09 00:00:00.000;1997-03-19 00:00:00.000;-21;4,2;Speedy Express;Seven Seas Imports;London;UK
10473;Geitost;Dairy Products;12;1997-03-27 00:00:00.000;1997-03-21 00:00:00.000;-6;16,37;Federal Shipping;Island Trading;Cowes;UK
10473;Flotemysost;Dairy Products;12;1997-03-27 00:00:00.000;1997-03-21 00:00:00.000;-6;16,37;Federal Shipping;Island Trading;Cowes;UK
10474;Tofu;Produce;12;1997-04-10 00:00:00.000;1997-03-21 00:00:00.000;-20;83,49;United Package;Pericles Comidas clásicas;México D.F.;Mexico
10474;Rössle Sauerkraut;Produce;18;1997-04-10 00:00:00.000;1997-03-21 00:00:00.000;-20;83,49;United Package;Pericles Comidas clásicas;México D.F.;Mexico
10474;Boston Crab Meat;Seafood;21;1997-04-10 00:00:00.000;1997-03-21 00:00:00.000;-20;83,49;United Package;Pericles Comidas clásicas;México D.F.;Mexico
10474;Rhönbräu Klosterbier;Beverages;10;1997-04-10 00:00:00.000;1997-03-21 00:00:00.000;-20;83,49;United Package;Pericles Comidas clásicas;México D.F.;Mexico
10475;Gorgonzola Telino;Dairy Products;35;1997-04-11 00:00:00.000;1997-04-04 00:00:00.000;-7;68,52;Speedy Express;Suprêmes délices;Charleroi;Belgium
10475;Louisiana Hot Spiced Okra;Condiments;60;1997-04-11 00:00:00.000;1997-04-04 00:00:00.000;-7;68,52;Speedy Express;Suprêmes délices;Charleroi;Belgium
10475;Lakkalikööri;Beverages;42;1997-04-11 00:00:00.000;1997-04-04 00:00:00.000;-7;68,52;Speedy Express;Suprêmes délices;Charleroi;Belgium
10476;Pâté chinois;Meat/Poultry;2;1997-04-14 00:00:00.000;1997-03-24 00:00:00.000;-21;4,41;Federal Shipping;HILARION-Abastos;San Cristóbal;Venezuela
10476;Outback Lager;Beverages;12;1997-04-14 00:00:00.000;1997-03-24 00:00:00.000;-21;4,41;Federal Shipping;HILARION-Abastos;San Cristóbal;Venezuela
10477;Chai;Beverages;15;1997-04-14 00:00:00.000;1997-03-25 00:00:00.000;-20;13,02;United Package;Princesa Isabel Vinhos;Lisboa;Portugal
10477;Sir Rodney's Scones;Confections;21;1997-04-14 00:00:00.000;1997-03-25 00:00:00.000;-20;13,02;United Package;Princesa Isabel Vinhos;Lisboa;Portugal
10477;Chartreuse verte;Beverages;20;1997-04-14 00:00:00.000;1997-03-25 00:00:00.000;-20;13,02;United Package;Princesa Isabel Vinhos;Lisboa;Portugal
10478;Ikura;Seafood;20;1997-04-01 00:00:00.000;1997-03-26 00:00:00.000;-6;4,81;Federal Shipping;Victuailles en stock;Lyon;France
10479;Côte de Blaye;Beverages;30;1997-04-16 00:00:00.000;1997-03-21 00:00:00.000;-26;708,95;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10479;Perth Pasties;Meat/Poultry;28;1997-04-16 00:00:00.000;1997-03-21 00:00:00.000;-26;708,95;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10479;Raclette Courdavault;Dairy Products;60;1997-04-16 00:00:00.000;1997-03-21 00:00:00.000;-26;708,95;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10479;Wimmers gute Semmelknödel;Grains/Cereals;30;1997-04-16 00:00:00.000;1997-03-21 00:00:00.000;-26;708,95;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10480;Zaanse koeken;Confections;30;1997-04-17 00:00:00.000;1997-03-24 00:00:00.000;-24;1,35;United Package;Folies gourmandes;Lille;France
10480;Raclette Courdavault;Dairy Products;12;1997-04-17 00:00:00.000;1997-03-24 00:00:00.000;-24;1,35;United Package;Folies gourmandes;Lille;France
10481;Maxilaku;Confections;24;1997-04-17 00:00:00.000;1997-03-25 00:00:00.000;-23;64,33;United Package;Ricardo Adocicados;Rio de Janeiro;Brazil
10481;Camembert Pierrot;Dairy Products;40;1997-04-17 00:00:00.000;1997-03-25 00:00:00.000;-23;64,33;United Package;Ricardo Adocicados;Rio de Janeiro;Brazil
10482;Boston Crab Meat;Seafood;10;1997-04-18 00:00:00.000;1997-04-10 00:00:00.000;-8;7,48;Federal Shipping;Lazy K Kountry Store;Walla Walla;USA
10483;Sasquatch Ale;Beverages;35;1997-04-21 00:00:00.000;1997-04-25 00:00:00.000;4;15,28;United Package;White Clover Markets;Seattle;USA
10483;Original Frankfurter grüne Soße;Condiments;30;1997-04-21 00:00:00.000;1997-04-25 00:00:00.000;4;15,28;United Package;White Clover Markets;Seattle;USA
10484;Sir Rodney's Scones;Confections;14;1997-04-21 00:00:00.000;1997-04-01 00:00:00.000;-20;6,88;Federal Shipping;B's Beverages;London;UK
10484;Boston Crab Meat;Seafood;10;1997-04-21 00:00:00.000;1997-04-01 00:00:00.000;-20;6,88;Federal Shipping;B's Beverages;London;UK
10484;Manjimup Dried Apples;Produce;3;1997-04-21 00:00:00.000;1997-04-01 00:00:00.000;-20;6,88;Federal Shipping;B's Beverages;London;UK
10485;Chang;Beverages;20;1997-04-08 00:00:00.000;1997-03-31 00:00:00.000;-8;64,45;United Package;LINO-Delicateses;I. de Margarita;Venezuela
10485;Aniseed Syrup;Condiments;20;1997-04-08 00:00:00.000;1997-03-31 00:00:00.000;-8;64,45;United Package;LINO-Delicateses;I. de Margarita;Venezuela
10485;Pâté chinois;Meat/Poultry;30;1997-04-08 00:00:00.000;1997-03-31 00:00:00.000;-8;64,45;United Package;LINO-Delicateses;I. de Margarita;Venezuela
10485;Outback Lager;Beverages;60;1997-04-08 00:00:00.000;1997-03-31 00:00:00.000;-8;64,45;United Package;LINO-Delicateses;I. de Margarita;Venezuela
10486;Queso Cabrales;Dairy Products;5;1997-04-23 00:00:00.000;1997-04-02 00:00:00.000;-21;30,53;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10486;Manjimup Dried Apples;Produce;25;1997-04-23 00:00:00.000;1997-04-02 00:00:00.000;-21;30,53;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10486;Longlife Tofu;Produce;16;1997-04-23 00:00:00.000;1997-04-02 00:00:00.000;-21;30,53;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10487;Teatime Chocolate Biscuits;Confections;5;1997-04-23 00:00:00.000;1997-03-28 00:00:00.000;-26;71,07;United Package;Queen Cozinha;Sao Paulo;Brazil
10487;Gumbär Gummibärchen;Confections;30;1997-04-23 00:00:00.000;1997-03-28 00:00:00.000;-26;71,07;United Package;Queen Cozinha;Sao Paulo;Brazil
10487;Tourtière;Meat/Poultry;24;1997-04-23 00:00:00.000;1997-03-28 00:00:00.000;-26;71,07;United Package;Queen Cozinha;Sao Paulo;Brazil
10488;Raclette Courdavault;Dairy Products;30;1997-04-24 00:00:00.000;1997-04-02 00:00:00.000;-22;4,93;United Package;Frankenversand;München;Germany
10488;Röd Kaviar;Seafood;20;1997-04-24 00:00:00.000;1997-04-02 00:00:00.000;-22;4,93;United Package;Frankenversand;München;Germany
10489;Queso Cabrales;Dairy Products;15;1997-04-25 00:00:00.000;1997-04-09 00:00:00.000;-16;5,29;United Package;Piccolo und mehr;Salzburg;Austria
10489;Pavlova;Confections;18;1997-04-25 00:00:00.000;1997-04-09 00:00:00.000;-16;5,29;United Package;Piccolo und mehr;Salzburg;Austria
10490;Raclette Courdavault;Dairy Products;60;1997-04-28 00:00:00.000;1997-04-03 00:00:00.000;-25;210,19;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10490;Scottish Longbreads;Confections;30;1997-04-28 00:00:00.000;1997-04-03 00:00:00.000;-25;210,19;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10490;Rhönbräu Klosterbier;Beverages;36;1997-04-28 00:00:00.000;1997-04-03 00:00:00.000;-25;210,19;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10491;Gula Malacca;Condiments;15;1997-04-28 00:00:00.000;1997-04-08 00:00:00.000;-20;16,96;Federal Shipping;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal
10491;Original Frankfurter grüne Soße;Condiments;7;1997-04-28 00:00:00.000;1997-04-08 00:00:00.000;-20;16,96;Federal Shipping;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal
10492;NuNuCa Nuß-Nougat-Creme;Confections;60;1997-04-29 00:00:00.000;1997-04-11 00:00:00.000;-18;62,89;Speedy Express;Bottom-Dollar Markets;Tsawassen;Canada
10492;Singaporean Hokkien Fried Mee;Grains/Cereals;20;1997-04-29 00:00:00.000;1997-04-11 00:00:00.000;-18;62,89;Speedy Express;Bottom-Dollar Markets;Tsawassen;Canada
10493;Louisiana Fiery Hot Pepper Sauce;Condiments;15;1997-04-30 00:00:00.000;1997-04-10 00:00:00.000;-20;10,64;Federal Shipping;La maison d'Asie;Toulouse;France
10493;Louisiana Hot Spiced Okra;Condiments;10;1997-04-30 00:00:00.000;1997-04-10 00:00:00.000;-20;10,64;Federal Shipping;La maison d'Asie;Toulouse;France
10493;Gudbrandsdalsost;Dairy Products;10;1997-04-30 00:00:00.000;1997-04-10 00:00:00.000;-20;10,64;Federal Shipping;La maison d'Asie;Toulouse;France
10494;Gnocchi di nonna Alice;Grains/Cereals;30;1997-04-30 00:00:00.000;1997-04-09 00:00:00.000;-21;65,99;United Package;Comércio Mineiro;Sao Paulo;Brazil
10495;Tunnbröd;Grains/Cereals;10;1997-05-01 00:00:00.000;1997-04-11 00:00:00.000;-20;4,65;Federal Shipping;Laughing Bacchus Wine Cellars;Vancouver;Canada
10495;Jack's New England Clam Chowder;Seafood;20;1997-05-01 00:00:00.000;1997-04-11 00:00:00.000;-20;4,65;Federal Shipping;Laughing Bacchus Wine Cellars;Vancouver;Canada
10495;Original Frankfurter grüne Soße;Condiments;5;1997-05-01 00:00:00.000;1997-04-11 00:00:00.000;-20;4,65;Federal Shipping;Laughing Bacchus Wine Cellars;Vancouver;Canada
10496;Gorgonzola Telino;Dairy Products;20;1997-05-02 00:00:00.000;1997-04-07 00:00:00.000;-25;46,77;United Package;Tradiçao Hipermercados;Sao Paulo;Brazil
10497;Gnocchi di nonna Alice;Grains/Cereals;14;1997-05-02 00:00:00.000;1997-04-07 00:00:00.000;-25;36,21;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10497;Mozzarella di Giovanni;Dairy Products;25;1997-05-02 00:00:00.000;1997-04-07 00:00:00.000;-25;36,21;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10497;Original Frankfurter grüne Soße;Condiments;25;1997-05-02 00:00:00.000;1997-04-07 00:00:00.000;-25;36,21;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10498;Guaraná Fantástica;Beverages;14;1997-05-05 00:00:00.000;1997-04-11 00:00:00.000;-24;29,75;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10498;Boston Crab Meat;Seafood;5;1997-05-05 00:00:00.000;1997-04-11 00:00:00.000;-24;29,75;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10498;Singaporean Hokkien Fried Mee;Grains/Cereals;30;1997-05-05 00:00:00.000;1997-04-11 00:00:00.000;-24;29,75;United Package;HILARION-Abastos;San Cristóbal;Venezuela
10499;Rössle Sauerkraut;Produce;20;1997-05-06 00:00:00.000;1997-04-16 00:00:00.000;-20;102,02;United Package;LILA-Supermercado;Barquisimeto;Venezuela
10499;Maxilaku;Confections;25;1997-05-06 00:00:00.000;1997-04-16 00:00:00.000;-20;102,02;United Package;LILA-Supermercado;Barquisimeto;Venezuela
10500;Genen Shouyu;Condiments;12;1997-05-07 00:00:00.000;1997-04-17 00:00:00.000;-20;42,68;Speedy Express;La maison d'Asie;Toulouse;France
10500;Rössle Sauerkraut;Produce;8;1997-05-07 00:00:00.000;1997-04-17 00:00:00.000;-20;42,68;Speedy Express;La maison d'Asie;Toulouse;France
10501;Tourtière;Meat/Poultry;20;1997-05-07 00:00:00.000;1997-04-16 00:00:00.000;-21;8,85;Federal Shipping;Blauer See Delikatessen;Mannheim;Germany
10502;Rogede sild;Seafood;21;1997-05-08 00:00:00.000;1997-04-29 00:00:00.000;-9;69,32;Speedy Express;Pericles Comidas clásicas;México D.F.;Mexico
10502;Perth Pasties;Meat/Poultry;6;1997-05-08 00:00:00.000;1997-04-29 00:00:00.000;-9;69,32;Speedy Express;Pericles Comidas clásicas;México D.F.;Mexico
10502;Laughing Lumberjack Lager;Beverages;30;1997-05-08 00:00:00.000;1997-04-29 00:00:00.000;-9;69,32;Speedy Express;Pericles Comidas clásicas;México D.F.;Mexico
10503;Tofu;Produce;70;1997-05-09 00:00:00.000;1997-04-16 00:00:00.000;-23;16,74;United Package;Hungry Owl All-Night Grocers;Cork;Ireland
10503;Louisiana Fiery Hot Pepper Sauce;Condiments;20;1997-05-09 00:00:00.000;1997-04-16 00:00:00.000;-23;16,74;United Package;Hungry Owl All-Night Grocers;Cork;Ireland
10504;Chang;Beverages;12;1997-05-09 00:00:00.000;1997-04-18 00:00:00.000;-21;59,13;Federal Shipping;White Clover Markets;Seattle;USA
10504;Sir Rodney's Scones;Confections;12;1997-05-09 00:00:00.000;1997-04-18 00:00:00.000;-21;59,13;Federal Shipping;White Clover Markets;Seattle;USA
10504;Perth Pasties;Meat/Poultry;10;1997-05-09 00:00:00.000;1997-04-18 00:00:00.000;-21;59,13;Federal Shipping;White Clover Markets;Seattle;USA
10504;Sirop d'érable;Condiments;25;1997-05-09 00:00:00.000;1997-04-18 00:00:00.000;-21;59,13;Federal Shipping;White Clover Markets;Seattle;USA
10505;Tarte au sucre;Confections;3;1997-05-12 00:00:00.000;1997-04-21 00:00:00.000;-21;7,13;Federal Shipping;Mère Paillarde;Montréal;Canada
10506;NuNuCa Nuß-Nougat-Creme;Confections;18;1997-05-13 00:00:00.000;1997-05-02 00:00:00.000;-11;21,19;United Package;Königlich Essen;Brandenburg;Germany
10506;Outback Lager;Beverages;14;1997-05-13 00:00:00.000;1997-05-02 00:00:00.000;-11;21,19;United Package;Königlich Essen;Brandenburg;Germany
10507;Ipoh Coffee;Beverages;15;1997-05-13 00:00:00.000;1997-04-22 00:00:00.000;-21;47,45;Speedy Express;Antonio Moreno Taquería;México D.F.;Mexico
10507;Chocolade;Confections;15;1997-05-13 00:00:00.000;1997-04-22 00:00:00.000;-21;47,45;Speedy Express;Antonio Moreno Taquería;México D.F.;Mexico
10508;Konbu;Seafood;10;1997-05-14 00:00:00.000;1997-05-13 00:00:00.000;-1;4,99;United Package;Ottilies Käseladen;Köln;Germany
10508;Chartreuse verte;Beverages;10;1997-05-14 00:00:00.000;1997-05-13 00:00:00.000;-1;4,99;United Package;Ottilies Käseladen;Köln;Germany
10509;Rössle Sauerkraut;Produce;3;1997-05-15 00:00:00.000;1997-04-29 00:00:00.000;-16;0,15;Speedy Express;Blauer See Delikatessen;Mannheim;Germany
10510;Thüringer Rostbratwurst;Meat/Poultry;36;1997-05-16 00:00:00.000;1997-04-28 00:00:00.000;-18;367,63;Federal Shipping;Save-a-lot Markets;Boise;USA
10510;Rhönbräu Klosterbier;Beverages;36;1997-05-16 00:00:00.000;1997-04-28 00:00:00.000;-18;367,63;Federal Shipping;Save-a-lot Markets;Boise;USA
10511;Chef Anton's Cajun Seasoning;Condiments;50;1997-05-16 00:00:00.000;1997-04-21 00:00:00.000;-25;350,64;Federal Shipping;Bon app';Marseille;France
10511;Uncle Bob's Organic Dried Pears;Produce;50;1997-05-16 00:00:00.000;1997-04-21 00:00:00.000;-25;350,64;Federal Shipping;Bon app';Marseille;France
10511;Northwoods Cranberry Sauce;Condiments;10;1997-05-16 00:00:00.000;1997-04-21 00:00:00.000;-25;350,64;Federal Shipping;Bon app';Marseille;France
10512;Guaraná Fantástica;Beverages;10;1997-05-19 00:00:00.000;1997-04-24 00:00:00.000;-25;3,53;United Package;Familia Arquibaldo;Sao Paulo;Brazil
10512;Spegesild;Seafood;9;1997-05-19 00:00:00.000;1997-04-24 00:00:00.000;-25;3,53;United Package;Familia Arquibaldo;Sao Paulo;Brazil
10512;Zaanse koeken;Confections;6;1997-05-19 00:00:00.000;1997-04-24 00:00:00.000;-25;3,53;United Package;Familia Arquibaldo;Sao Paulo;Brazil
10512;Camembert Pierrot;Dairy Products;12;1997-05-19 00:00:00.000;1997-04-24 00:00:00.000;-25;3,53;United Package;Familia Arquibaldo;Sao Paulo;Brazil
10513;Sir Rodney's Scones;Confections;40;1997-06-03 00:00:00.000;1997-04-28 00:00:00.000;-36;105,65;Speedy Express;Die Wandernde Kuh;Stuttgart;Germany
10513;Mascarpone Fabioli;Dairy Products;50;1997-06-03 00:00:00.000;1997-04-28 00:00:00.000;-36;105,65;Speedy Express;Die Wandernde Kuh;Stuttgart;Germany
10513;Sirop d'érable;Condiments;15;1997-06-03 00:00:00.000;1997-04-28 00:00:00.000;-36;105,65;Speedy Express;Die Wandernde Kuh;Stuttgart;Germany
10514;Sir Rodney's Marmalade;Confections;39;1997-05-20 00:00:00.000;1997-05-16 00:00:00.000;-4;789,95;United Package;Ernst Handel;Graz;Austria
10514;Rössle Sauerkraut;Produce;35;1997-05-20 00:00:00.000;1997-05-16 00:00:00.000;-4;789,95;United Package;Ernst Handel;Graz;Austria
10514;Gnocchi di nonna Alice;Grains/Cereals;70;1997-05-20 00:00:00.000;1997-05-16 00:00:00.000;-4;789,95;United Package;Ernst Handel;Graz;Austria
10514;Louisiana Fiery Hot Pepper Sauce;Condiments;39;1997-05-20 00:00:00.000;1997-05-16 00:00:00.000;-4;789,95;United Package;Ernst Handel;Graz;Austria
10514;Rhönbräu Klosterbier;Beverages;50;1997-05-20 00:00:00.000;1997-05-16 00:00:00.000;-4;789,95;United Package;Ernst Handel;Graz;Austria
10515;Mishi Kobe Niku;Meat/Poultry;16;1997-05-07 00:00:00.000;1997-05-23 00:00:00.000;16;204,47;Speedy Express;QUICK-Stop;Cunewalde;Germany
10515;Pavlova;Confections;50;1997-05-07 00:00:00.000;1997-05-23 00:00:00.000;16;204,47;Speedy Express;QUICK-Stop;Cunewalde;Germany
