OrderID;Order Date;Product Name;Unit Sold;Unit Price;Category;Supplier Name;Supplier City;Supplier Country;Units In Stock;Units On Order;Reorder Level
10446;14/02/1997;Filo Mix;15;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10447;14/02/1997;Teatime Chocolate Biscuits;40;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10447;14/02/1997;Louisiana Fiery Hot Pepper Sauce;35;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10447;14/02/1997;Flotemysost;2;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10448;17/02/1997;Gumbär Gummibärchen;6;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10448;17/02/1997;Boston Crab Meat;20;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10449;18/02/1997;Ikura;14;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10449;18/02/1997;Filo Mix;20;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10449;18/02/1997;Tarte au sucre;35;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10450;19/02/1997;Ikura;20;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10450;19/02/1997;Tourtière;6;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10451;19/02/1997;Pâté chinois;120;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10451;19/02/1997;Wimmers gute Semmelknödel;35;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10451;19/02/1997;Louisiana Fiery Hot Pepper Sauce;28;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10451;19/02/1997;Original Frankfurter grüne Soße;55;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10452;20/02/1997;Rössle Sauerkraut;15;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10452;20/02/1997;Gula Malacca;100;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10453;21/02/1997;Chocolade;15;12,75;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;15;70;25
10453;21/02/1997;Outback Lager;25;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10454;21/02/1997;Pavlova;20;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10454;21/02/1997;Geitost;20;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10454;21/02/1997;Spegesild;10;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10455;24/02/1997;Chartreuse verte;20;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10455;24/02/1997;Perth Pasties;50;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10455;24/02/1997;Sirop d'érable;25;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10455;24/02/1997;Flotemysost;30;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10456;25/02/1997;Sir Rodney's Scones;40;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10456;25/02/1997;Maxilaku;21;20;Confections;Karkki Oy;Lappeenranta;Finland;10;60;15
10457;25/02/1997;Raclette Courdavault;36;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10458;26/02/1997;Gumbär Gummibärchen;30;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10458;26/02/1997;Rössle Sauerkraut;30;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10458;26/02/1997;Ipoh Coffee;20;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10458;26/02/1997;Gnocchi di nonna Alice;15;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10458;26/02/1997;Flotemysost;50;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10459;27/02/1997;Uncle Bob's Organic Dried Pears;16;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10459;27/02/1997;Spegesild;20;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10459;27/02/1997;Mozzarella di Giovanni;40;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10460;28/02/1997;Scottish Longbreads;21;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10460;28/02/1997;Rhönbräu Klosterbier;4;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10461;28/02/1997;Sir Rodney's Scones;40;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10461;28/02/1997;Nord-Ost Matjeshering;28;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10461;28/02/1997;Pâté chinois;60;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10462;03/03/1997;Konbu;1;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10462;03/03/1997;Tunnbröd;21;9;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;61;0;25
10463;04/03/1997;Teatime Chocolate Biscuits;21;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10463;04/03/1997;Singaporean Hokkien Fried Mee;50;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10464;04/03/1997;Chef Anton's Cajun Seasoning;16;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10464;04/03/1997;Ipoh Coffee;3;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10464;04/03/1997;Gnocchi di nonna Alice;30;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10464;04/03/1997;Camembert Pierrot;20;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10465;05/03/1997;Guaraná Fantástica;25;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10465;05/03/1997;Thüringer Rostbratwurst;18;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10465;05/03/1997;Boston Crab Meat;20;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10465;05/03/1997;Rogede sild;30;9,5;Seafood;Lyngbysild;Lyngby;Denmark;5;70;15
10465;05/03/1997;Valkoinen suklaa;25;16,25;Confections;Karkki Oy;Lappeenranta;Finland;65;0;30
10466;06/03/1997;Queso Cabrales;10;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10466;06/03/1997;Spegesild;5;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10467;06/03/1997;Guaraná Fantástica;28;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10467;06/03/1997;NuNuCa Nuß-Nougat-Creme;12;14;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;76;0;30
10468;07/03/1997;Nord-Ost Matjeshering;8;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10468;07/03/1997;Ipoh Coffee;15;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10469;10/03/1997;Chang;40;19;Beverages;Exotic Liquids;London;UK;17;40;25
10469;10/03/1997;Pavlova;35;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10469;10/03/1997;Gula Malacca;2;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10470;11/03/1997;Carnarvon Tigers;30;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10470;11/03/1997;Tunnbröd;15;9;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;61;0;25
10470;11/03/1997;Wimmers gute Semmelknödel;8;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10471;11/03/1997;Uncle Bob's Organic Dried Pears;30;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10471;11/03/1997;Gnocchi di nonna Alice;20;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10472;12/03/1997;Guaraná Fantástica;80;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10472;12/03/1997;Manjimup Dried Apples;18;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10473;13/03/1997;Geitost;12;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10473;13/03/1997;Flotemysost;12;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10474;13/03/1997;Tofu;12;23,25;Produce;Mayumi's;Osaka;Japan;35;0;0
10474;13/03/1997;Rössle Sauerkraut;18;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10474;13/03/1997;Boston Crab Meat;21;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10474;13/03/1997;Rhönbräu Klosterbier;10;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10475;14/03/1997;Gorgonzola Telino;35;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10475;14/03/1997;Louisiana Hot Spiced Okra;60;17;Condiments;New Orleans Cajun Delights;New Orleans;USA;4;100;20
10475;14/03/1997;Lakkalikööri;42;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10476;17/03/1997;Pâté chinois;2;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10476;17/03/1997;Outback Lager;12;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10477;17/03/1997;Chai;15;18;Beverages;Exotic Liquids;London;UK;39;0;10
10477;17/03/1997;Sir Rodney's Scones;21;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10477;17/03/1997;Chartreuse verte;20;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10478;18/03/1997;Ikura;20;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10479;19/03/1997;Côte de Blaye;30;263,5;Beverages;Aux joyeux ecclésiastiques;Paris;France;17;0;15
10479;19/03/1997;Perth Pasties;28;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10479;19/03/1997;Raclette Courdavault;60;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10479;19/03/1997;Wimmers gute Semmelknödel;30;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10480;20/03/1997;Zaanse koeken;30;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10480;20/03/1997;Raclette Courdavault;12;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10481;20/03/1997;Maxilaku;24;20;Confections;Karkki Oy;Lappeenranta;Finland;10;60;15
10481;20/03/1997;Camembert Pierrot;40;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10482;21/03/1997;Boston Crab Meat;10;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10483;24/03/1997;Sasquatch Ale;35;14;Beverages;Bigfoot Breweries;Bend;USA;111;0;15
10483;24/03/1997;Original Frankfurter grüne Soße;30;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10484;24/03/1997;Sir Rodney's Scones;14;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10484;24/03/1997;Boston Crab Meat;10;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10484;24/03/1997;Manjimup Dried Apples;3;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10485;25/03/1997;Chang;20;19;Beverages;Exotic Liquids;London;UK;17;40;25
10485;25/03/1997;Aniseed Syrup;20;10;Condiments;Exotic Liquids;London;UK;13;70;25
10485;25/03/1997;Pâté chinois;30;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10485;25/03/1997;Outback Lager;60;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10486;26/03/1997;Queso Cabrales;5;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10486;26/03/1997;Manjimup Dried Apples;25;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10486;26/03/1997;Longlife Tofu;16;10;Produce;Tokyo Traders;Tokyo;Japan;4;20;5
10487;26/03/1997;Teatime Chocolate Biscuits;5;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10487;26/03/1997;Gumbär Gummibärchen;30;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10487;26/03/1997;Tourtière;24;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10488;27/03/1997;Raclette Courdavault;30;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10488;27/03/1997;Röd Kaviar;20;15;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;101;0;5
10489;28/03/1997;Queso Cabrales;15;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10489;28/03/1997;Pavlova;18;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10490;31/03/1997;Raclette Courdavault;60;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10490;31/03/1997;Scottish Longbreads;30;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10490;31/03/1997;Rhönbräu Klosterbier;36;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10491;31/03/1997;Gula Malacca;15;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10491;31/03/1997;Original Frankfurter grüne Soße;7;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10492;01/04/1997;NuNuCa Nuß-Nougat-Creme;60;14;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;76;0;30
10492;01/04/1997;Singaporean Hokkien Fried Mee;20;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10493;02/04/1997;Louisiana Fiery Hot Pepper Sauce;15;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10493;02/04/1997;Louisiana Hot Spiced Okra;10;17;Condiments;New Orleans Cajun Delights;New Orleans;USA;4;100;20
10493;02/04/1997;Gudbrandsdalsost;10;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10494;02/04/1997;Gnocchi di nonna Alice;30;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10495;03/04/1997;Tunnbröd;10;9;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;61;0;25
10495;03/04/1997;Jack's New England Clam Chowder;20;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10495;03/04/1997;Original Frankfurter grüne Soße;5;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10496;04/04/1997;Gorgonzola Telino;20;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10497;04/04/1997;Gnocchi di nonna Alice;14;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10497;04/04/1997;Mozzarella di Giovanni;25;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10497;04/04/1997;Original Frankfurter grüne Soße;25;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10498;07/04/1997;Guaraná Fantástica;14;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10498;07/04/1997;Boston Crab Meat;5;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10498;07/04/1997;Singaporean Hokkien Fried Mee;30;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10499;08/04/1997;Rössle Sauerkraut;20;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10499;08/04/1997;Maxilaku;25;20;Confections;Karkki Oy;Lappeenranta;Finland;10;60;15
10500;09/04/1997;Genen Shouyu;12;15,5;Condiments;Mayumi's;Osaka;Japan;39;0;5
10500;09/04/1997;Rössle Sauerkraut;8;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10501;09/04/1997;Tourtière;20;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10502;10/04/1997;Rogede sild;21;9,5;Seafood;Lyngbysild;Lyngby;Denmark;5;70;15
10502;10/04/1997;Perth Pasties;6;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10502;10/04/1997;Laughing Lumberjack Lager;30;14;Beverages;Bigfoot Breweries;Bend;USA;52;0;10
10503;11/04/1997;Tofu;70;23,25;Produce;Mayumi's;Osaka;Japan;35;0;0
10503;11/04/1997;Louisiana Fiery Hot Pepper Sauce;20;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10504;11/04/1997;Chang;12;19;Beverages;Exotic Liquids;London;UK;17;40;25
10504;11/04/1997;Sir Rodney's Scones;12;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10504;11/04/1997;Perth Pasties;10;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10504;11/04/1997;Sirop d'érable;25;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10505;14/04/1997;Tarte au sucre;3;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10506;15/04/1997;NuNuCa Nuß-Nougat-Creme;18;14;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;76;0;30
10506;15/04/1997;Outback Lager;14;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10507;15/04/1997;Ipoh Coffee;15;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10507;15/04/1997;Chocolade;15;12,75;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;15;70;25
10508;16/04/1997;Konbu;10;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10508;16/04/1997;Chartreuse verte;10;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10509;17/04/1997;Rössle Sauerkraut;3;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10510;18/04/1997;Thüringer Rostbratwurst;36;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10510;18/04/1997;Rhönbräu Klosterbier;36;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10511;18/04/1997;Chef Anton's Cajun Seasoning;50;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10511;18/04/1997;Uncle Bob's Organic Dried Pears;50;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10511;18/04/1997;Northwoods Cranberry Sauce;10;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10512;21/04/1997;Guaraná Fantástica;10;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10512;21/04/1997;Spegesild;9;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10512;21/04/1997;Zaanse koeken;6;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10512;21/04/1997;Camembert Pierrot;12;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10513;22/04/1997;Sir Rodney's Scones;40;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10513;22/04/1997;Mascarpone Fabioli;50;32;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;9;40;25
10513;22/04/1997;Sirop d'érable;15;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10514;22/04/1997;Sir Rodney's Marmalade;39;81;Confections;Specialty Biscuits, Ltd.;Manchester;UK;40;0;0
10514;22/04/1997;Rössle Sauerkraut;35;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10514;22/04/1997;Gnocchi di nonna Alice;70;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10514;22/04/1997;Louisiana Fiery Hot Pepper Sauce;39;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10514;22/04/1997;Rhönbräu Klosterbier;50;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10515;23/04/1997;Mishi Kobe Niku;16;97;Meat/Poultry;Tokyo Traders;Tokyo;Japan;29;0;0
10515;23/04/1997;Pavlova;50;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10515;23/04/1997;Schoggi Schokolade;120;43,9;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;49;0;30
10515;23/04/1997;Geitost;16;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10515;23/04/1997;Camembert Pierrot;84;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10516;24/04/1997;Carnarvon Tigers;25;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10516;24/04/1997;Jack's New England Clam Chowder;80;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10516;24/04/1997;Singaporean Hokkien Fried Mee;20;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10517;24/04/1997;Filo Mix;6;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10517;24/04/1997;Raclette Courdavault;4;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10517;24/04/1997;Outback Lager;6;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10518;25/04/1997;Guaraná Fantástica;5;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10518;25/04/1997;Côte de Blaye;15;263,5;Beverages;Aux joyeux ecclésiastiques;Paris;France;17;0;15
10518;25/04/1997;Gula Malacca;9;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10519;28/04/1997;Ikura;16;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10519;28/04/1997;Gnocchi di nonna Alice;40;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10519;28/04/1997;Camembert Pierrot;10;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10520;29/04/1997;Guaraná Fantástica;8;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10520;29/04/1997;Perth Pasties;5;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10521;29/04/1997;Steeleye Stout;3;18;Beverages;Bigfoot Breweries;Bend;USA;20;0;15
10521;29/04/1997;Jack's New England Clam Chowder;10;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10521;29/04/1997;Scottish Longbreads;6;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10522;30/04/1997;Chai;40;18;Beverages;Exotic Liquids;London;UK;39;0;10
10522;30/04/1997;Northwoods Cranberry Sauce;24;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10522;30/04/1997;Nord-Ost Matjeshering;20;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10522;30/04/1997;Boston Crab Meat;25;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10523;01/05/1997;Alice Mutton;25;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10523;01/05/1997;Sir Rodney's Marmalade;15;81;Confections;Specialty Biscuits, Ltd.;Manchester;UK;40;0;0
10523;01/05/1997;Gravad lax;18;26;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;11;50;25
10523;01/05/1997;Jack's New England Clam Chowder;6;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10524;01/05/1997;Ikura;2;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10524;01/05/1997;Nord-Ost Matjeshering;10;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10524;01/05/1997;Ipoh Coffee;60;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10524;01/05/1997;Tourtière;15;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10525;02/05/1997;Inlagd Sill;30;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10525;02/05/1997;Boston Crab Meat;15;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10526;05/05/1997;Chai;8;18;Beverages;Exotic Liquids;London;UK;39;0;10
10526;05/05/1997;Konbu;10;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10526;05/05/1997;Gnocchi di nonna Alice;30;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10527;05/05/1997;Chef Anton's Cajun Seasoning;50;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10527;05/05/1997;Inlagd Sill;30;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10528;06/05/1997;Queso Cabrales;3;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10528;06/05/1997;Geitost;8;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10528;06/05/1997;Mozzarella di Giovanni;9;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10529;07/05/1997;Pâté chinois;14;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10529;07/05/1997;Scottish Longbreads;20;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10529;07/05/1997;Gudbrandsdalsost;10;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10530;08/05/1997;Alice Mutton;40;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10530;08/05/1997;Ipoh Coffee;25;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10530;08/05/1997;Sirop d'érable;20;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10530;08/05/1997;Lakkalikööri;50;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10531;08/05/1997;Raclette Courdavault;2;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10532;09/05/1997;Nord-Ost Matjeshering;15;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10532;09/05/1997;Louisiana Hot Spiced Okra;24;17;Condiments;New Orleans Cajun Delights;New Orleans;USA;4;100;20
10533;12/05/1997;Chef Anton's Cajun Seasoning;50;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10533;12/05/1997;Mozzarella di Giovanni;24;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10533;12/05/1997;Röd Kaviar;24;15;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;101;0;5
10534;12/05/1997;Nord-Ost Matjeshering;10;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10534;12/05/1997;Boston Crab Meat;10;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
